Gene	sgRNA	D18_DMSO|beta	D18_DMSO|z	D18_DMSO|p-value	D18_DMSO|fdr	D18_DMSO|wald-p-value	D18_DMSO|wald-fdr	D18_CompB|beta	D18_CompB|z	D18_CompB|p-value	D18_CompB|fdr	D18_CompB|wald-p-value	D18_CompB|wald-fdr
PSMA5	6	-0.61585	-2.9203	0.0094912	0.30914	0.0034965	0.079257	-0.76752	-3.6532	0.0039699	0.26271	0.00025904	0.017521
PSMA6	6	-0.88951	-4.0558	0.0019165	0.23913	4.9954e-05	0.0081093	-0.8658	-3.9895	0.0023728	0.23744	6.622e-05	0.0080177
PSMA7	6	-0.2735	-1.6315	0.18065	0.78515	0.10278	0.31976	-0.29296	-1.7584	0.15478	0.74529	0.078674	0.29432
PSMA8	6	-0.017007	-0.10674	0.98512	0.99682	0.915	0.95927	0.056496	0.35756	0.69733	0.97238	0.72068	0.85343
PSMB1	6	-0.70127	-3.4961	0.0051107	0.25676	0.00047213	0.026395	-0.64388	-3.2427	0.0084417	0.30328	0.0011842	0.040306
PSMB10	6	0.1445	1.1935	0.36377	0.8561	0.23269	0.4748	0.1393	1.1582	0.3895	0.89528	0.24678	0.49885
PSMB11	6	0.11278	1.1167	0.47013	0.8884	0.2641	0.50588	0.063815	0.63383	0.6684	0.96712	0.52619	0.73333
PSMB2	6	-0.66604	-2.8385	0.0061602	0.26336	0.0045332	0.090062	-0.63369	-2.7256	0.0090349	0.30889	0.0064179	0.095097
PSMB3	6	-1.133	-4.9738	0.00054757	0.19672	6.5642e-07	0.00068287	-0.93358	-4.1515	0.0015514	0.20482	3.3024e-05	0.0051477
PSMB4	6	-0.8202	-3.2105	0.0025097	0.23913	0.001325	0.048155	-0.85397	-3.3736	0.0024184	0.23789	0.00074201	0.031092
PSMB5	6	-0.27373	-2.0308	0.1802	0.78462	0.042279	0.22624	-0.24692	-1.8476	0.22473	0.81735	0.064663	0.26982
PSMB6	6	-0.45773	-3.1245	0.035273	0.48652	0.0017813	0.055391	-0.32481	-2.2377	0.11704	0.6991	0.025242	0.17774
PSMB7	6	-0.52044	-3.1747	0.021218	0.41187	0.0015	0.051606	-0.39146	-2.422	0.066712	0.60553	0.015433	0.14218
PSMB8	6	-0.1381	-1.4253	0.49633	0.89522	0.15406	0.38634	-0.073398	-0.76307	0.73561	0.97308	0.44542	0.67385
PSMB9	6	0.019985	0.23825	0.84654	0.97993	0.81169	0.90322	0.086765	1.0418	0.57582	0.95176	0.2975	0.54767
PSMC1	6	-0.30034	-1.3457	0.14497	0.73913	0.17841	0.41524	-0.4152	-1.8698	0.054666	0.57557	0.061517	0.26358
PSMC2	6	-0.68177	-3.7073	0.0056126	0.25949	0.00020951	0.017345	-0.78101	-4.2719	0.0037417	0.26032	1.9386e-05	0.0040583
PSMC3	6	-0.45957	-3.2781	0.034771	0.48535	0.001045	0.041944	-0.55558	-3.9798	0.017112	0.39062	6.8981e-05	0.0082608
PSMC3IP	6	-0.11846	-0.5155	0.56222	0.90964	0.60621	0.77758	-0.2517	-1.0997	0.21597	0.80951	0.27145	0.52224
PSMC4	6	-0.27101	-1.7794	0.18366	0.78528	0.075179	0.27685	-0.29203	-1.9338	0.15587	0.74629	0.05314	0.24579
PSMC5	6	-0.52904	-2.8824	0.019941	0.40628	0.0039461	0.082994	-0.43167	-2.3804	0.047456	0.54812	0.017292	0.14908
PSMC6	6	-0.011614	-0.10367	0.98873	0.99756	0.91743	0.95987	-0.093646	-0.84054	0.65576	0.96375	0.40061	0.63812
PSMD1	6	-0.50989	-2.4692	0.022815	0.4223	0.013542	0.14443	-0.62773	-3.0545	0.0095368	0.31667	0.0022547	0.056796
PSMD10	6	0.19627	1.4411	0.22596	0.81145	0.14957	0.38016	0.19335	1.4332	0.24047	0.82505	0.15179	0.39787
PSMD11	6	-0.050132	-0.39451	0.83828	0.9796	0.6932	0.8353	-0.030548	-0.24214	0.91686	0.98603	0.80867	0.90107
PSMD12	6	-0.88265	-3.6	0.0020078	0.23913	0.00031819	0.021259	-0.86554	-3.5789	0.0023728	0.23744	0.00034511	0.020721
PSMD13	6	-0.32694	-1.9977	0.11558	0.69537	0.045754	0.22624	-0.23337	-1.4419	0.24992	0.83263	0.14933	0.39512
PSMD14	6	-0.46698	-2.4675	0.032626	0.47667	0.013605	0.1448	-0.49239	-2.6235	0.029158	0.47722	0.008702	0.10991
PSMD2	6	-0.20062	-1.1571	0.31923	0.83315	0.24721	0.48947	-0.19971	-1.1621	0.32238	0.86545	0.24521	0.49771
PSMD3	6	-0.52545	-2.6868	0.020351	0.4088	0.0072136	0.11055	-0.53959	-2.7841	0.019347	0.41363	0.0053682	0.087623
PSMD4	6	-0.47806	-2.707	0.029569	0.4622	0.00679	0.10759	-0.57903	-3.298	0.013781	0.35697	0.00097382	0.035962
PSMD5	6	0.016171	0.13035	0.86302	0.98191	0.89629	0.9495	0.0035203	0.028546	0.92914	0.98725	0.97723	0.98914
PSMD6	6	-0.17112	-1.6542	0.39913	0.86249	0.098087	0.31344	-0.12114	-1.1828	0.5535	0.9449	0.23691	0.48987
PSMD7	6	-0.26464	-1.2811	0.19352	0.79343	0.20015	0.43959	-0.35465	-1.7282	0.092904	0.66176	0.083957	0.30418
PSMD8	6	-0.25353	-1.5623	0.21296	0.81106	0.11821	0.3383	-0.22179	-1.377	0.27388	0.84895	0.16851	0.41654
PSMD9	6	0.34806	2.5708	0.038969	0.50146	0.010146	0.12875	0.31469	2.3352	0.061237	0.58544	0.019531	0.15741
PSME1	6	0.27695	1.5669	0.094	0.65088	0.11715	0.33664	0.25137	1.4327	0.12914	0.71195	0.15194	0.39807
PSME2	6	0.34199	1.8027	0.042072	0.51827	0.071439	0.27086	0.15369	0.81142	0.3446	0.87509	0.41712	0.65096
PSME3	6	-0.095063	-0.68392	0.65412	0.9392	0.49403	0.69665	-0.16303	-1.1794	0.41834	0.90947	0.23824	0.49111
PSME4	6	-0.14598	-1.141	0.47214	0.8895	0.25387	0.4956	-0.14811	-1.1687	0.46452	0.92437	0.24253	0.49475
PSMF1	6	0.027252	0.38695	0.81688	0.97746	0.69879	0.83838	0.0091577	0.13079	0.90294	0.98355	0.89594	0.94915
PSMG1	6	-0.58215	-3.0226	0.012548	0.33455	0.0025065	0.065368	-0.54266	-2.8477	0.019119	0.41176	0.004403	0.079477
PSMG2	6	-0.23159	-1.2827	0.25298	0.81145	0.1996	0.43904	-0.24533	-1.3709	0.22742	0.81882	0.1704	0.41836
PSMG3	6	-0.23127	-1.1268	0.25334	0.81145	0.25982	0.50104	-0.28108	-1.3795	0.17057	0.76639	0.16775	0.41589
PSMG4	6	-0.76578	-3.5852	0.0037417	0.24202	0.00033678	0.021771	-0.65412	-3.0952	0.0077572	0.29617	0.0019665	0.052749
PSORS1C1	6	0.41612	2.0309	0.014374	0.35078	0.042261	0.22624	0.34559	1.6945	0.041068	0.52724	0.090178	0.31446
PSORS1C2	6	0.12553	1.613	0.42647	0.87562	0.10674	0.3249	0.12816	1.6536	0.42592	0.91028	0.0982	0.32696
PSPC1	6	-0.41634	-3.0287	0.052202	0.55139	0.0024559	0.064861	-0.43351	-3.1792	0.046452	0.54731	0.0014766	0.045068
PSPH	6	0.075089	0.80843	0.61342	0.92496	0.41884	0.63897	-0.012653	-0.13679	0.99781	0.99982	0.8912	0.94708
PSPN	6	0.043278	0.35563	0.74648	0.964	0.72211	0.85242	0.04592	0.37921	0.74406	0.97308	0.70454	0.8441
PSRC1	6	0.21433	1.107	0.18964	0.78906	0.26829	0.51003	0.083043	0.43056	0.59106	0.95264	0.66679	0.83373
PSTK	6	-0.16631	-0.72994	0.41278	0.87175	0.46543	0.67724	-0.36065	-1.5867	0.088752	0.65425	0.11258	0.34793
PSTPIP1	6	-0.00608	-0.057274	0.96523	0.99493	0.95433	0.97807	-0.026981	-0.25575	0.93365	0.98822	0.79814	0.89458
PSTPIP2	6	-0.19516	-2.0692	0.33342	0.84282	0.038524	0.21918	-0.22592	-2.411	0.2653	0.84346	0.015907	0.1438
PTAFR	6	0.15011	0.98876	0.34748	0.84668	0.32278	0.5591	0.17371	1.1501	0.2883	0.85319	0.25009	0.5022
PTAR1	6	-0.10809	-0.72593	0.60374	0.92274	0.46788	0.67887	0.037497	0.25547	0.77773	0.97308	0.79836	0.89459
PTBP1	6	-0.10414	-0.83554	0.61912	0.92581	0.40342	0.62594	-0.12091	-0.97637	0.55414	0.94492	0.32888	0.5756
PTBP2	6	-0.23827	-1.649	0.23988	0.81145	0.09914	0.31474	-0.37189	-2.5853	0.0799	0.63344	0.0097305	0.11533
PTBP3	6	0.042266	0.51151	0.75117	0.965	0.60899	0.7792	0.045906	0.55954	0.7441	0.97308	0.57579	0.76928
PTCD1	6	0.16469	1.1085	0.30317	0.8222	0.26765	0.50961	0.054881	0.37134	0.70449	0.97308	0.71039	0.84734
PTCD2	6	0.0081179	0.056689	0.89902	0.98628	0.95479	0.97836	0.021698	0.15312	0.84714	0.97577	0.87831	0.94001
PTCD3	6	-0.64623	-3.798	0.007164	0.28086	0.00014585	0.014528	-0.51791	-3.0838	0.022998	0.43523	0.002044	0.053695
PTCH1	6	-0.038899	-0.32442	0.88592	0.98414	0.74562	0.86576	0.056924	0.47963	0.69569	0.97229	0.63149	0.80935
PTCH2	6	-0.10624	-1.6886	0.61104	0.92415	0.091299	0.30361	-0.014559	-0.23351	0.98937	0.99779	0.81537	0.90484
PTCHD1	6	-0.10028	-0.75856	0.63345	0.93187	0.44811	0.66368	-0.027902	-0.21316	0.92968	0.98741	0.8312	0.91406
PTCHD2	6	0.23593	1.8162	0.15099	0.74668	0.06934	0.26687	0.34506	2.6771	0.041296	0.52924	0.0074255	0.10196
PTCHD3	6	0.25089	1.947	0.12777	0.7141	0.051533	0.23271	0.27408	2.1376	0.10139	0.67743	0.032549	0.1988
PTCHD4	6	0.12573	0.67947	0.4256	0.87533	0.49684	0.69855	0.068167	0.37026	0.64987	0.96354	0.71119	0.84766
PTCRA	6	0.22148	1.5575	0.1755	0.77933	0.11936	0.34003	0.29035	2.0579	0.083824	0.64007	0.0396	0.21588
PTDSS1	6	0.013751	0.089536	0.87356	0.98266	0.92866	0.96544	-0.015402	-0.10099	0.98581	0.99728	0.91956	0.9605
PTDSS2	6	0.29981	2.5857	0.070956	0.60497	0.0097187	0.12693	0.17002	1.4701	0.29738	0.85564	0.14153	0.38626
PTEN	6	-0.1329	-0.68813	0.51221	0.89872	0.49137	0.69541	-0.1465	-0.76507	0.46904	0.92437	0.44423	0.67246
PTER	6	0.074386	0.95274	0.61606	0.92568	0.34072	0.57431	0.028085	0.36158	0.81807	0.97374	0.71767	0.85163
PTF1A	6	0.024339	0.25648	0.8293	0.97894	0.79758	0.89457	0.0043036	0.045694	0.92599	0.98725	0.96355	0.98304
PTGDR	6	0.12231	1.2833	0.43669	0.88028	0.1994	0.43888	0.059037	0.6226	0.68706	0.97005	0.53355	0.73906
PTGDR2	6	0.27977	2.9126	0.090942	0.64624	0.0035842	0.079987	0.20467	2.1371	0.21533	0.80916	0.032591	0.19901
PTGDS	6	0.065001	0.41504	0.65526	0.93991	0.67811	0.82592	0.029773	0.19107	0.81154	0.97374	0.84847	0.9232
PTGER1	6	-0.049264	-0.4837	0.84207	0.97978	0.6286	0.79174	-0.10111	-0.99727	0.62587	0.95873	0.31863	0.56592
PTGER2	6	0.072454	0.6673	0.62432	0.92715	0.50458	0.70498	-0.12763	-1.1806	0.53274	0.94029	0.23777	0.4908
PTGER3	6	-0.15388	-1.5991	0.44873	0.88411	0.10979	0.32519	-0.10062	-1.0525	0.6277	0.95873	0.29258	0.542
PTGER4	6	0.038875	0.29988	0.76715	0.96977	0.76427	0.87631	0.1467	1.1394	0.36619	0.88402	0.25452	0.50688
PTGES	6	-0.0024687	-0.012661	0.94821	0.99274	0.9899	0.99517	0.05582	0.28864	0.70084	0.97308	0.77285	0.88072
PTGES2	6	0.13389	1.0294	0.39763	0.86118	0.30331	0.54203	0.20104	1.557	0.22414	0.8173	0.11948	0.35735
PTGES3	6	-0.088841	-0.77625	0.6778	0.94672	0.4376	0.65557	-0.17827	-1.5666	0.37577	0.88906	0.11721	0.35408
PTGES3L	6	-0.3391	-1.6813	0.10372	0.6697	0.092708	0.30536	-0.25866	-1.2989	0.20511	0.79787	0.19396	0.44522
PTGES3L-AARSD1	6	0.37272	1.4788	0.027242	0.4482	0.13918	0.36728	0.35292	1.4133	0.0376	0.51587	0.15758	0.40471
PTGFR	6	-0.176	-1.5495	0.38522	0.85631	0.12127	0.34204	-0.0054512	-0.048496	0.96893	0.99373	0.96132	0.98187
PTGFRN	6	0.23749	2.5294	0.14812	0.74257	0.011426	0.13407	0.15569	1.663	0.33854	0.8712	0.096314	0.32365
PTGIR	6	-0.28289	-2.46	0.16788	0.76841	0.013892	0.14592	-0.34478	-3.0147	0.10016	0.67497	0.0025727	0.060908
PTGIS	6	0.20495	1.4714	0.20789	0.8056	0.14117	0.36971	0.19805	1.4305	0.2303	0.82118	0.15258	0.39869
PTGR1	6	0.017223	0.13135	0.85772	0.98136	0.8955	0.94893	0.0078373	0.060236	0.90869	0.98385	0.95197	0.97739
PTGR2	6	-0.16492	-1.1484	0.41615	0.87297	0.25079	0.49297	-0.244	-1.7086	0.22971	0.82027	0.087532	0.31052
PTGS1	6	0.15375	1.5225	0.3368	0.84499	0.12789	0.35078	0.17711	1.7663	0.27926	0.84988	0.077343	0.29277
PTGS2	6	-0.18152	-1.7269	0.36893	0.85631	0.084194	0.29107	-0.17162	-1.642	0.39384	0.89702	0.10058	0.32989
PTH	6	-0.42012	-3.4971	0.050285	0.54532	0.00047036	0.026363	-0.33916	-2.848	0.10509	0.68438	0.0043999	0.079477
PTH1R	6	-0.23914	-2.5641	0.23856	0.81145	0.010343	0.1293	-0.19683	-2.1246	0.32895	0.86834	0.033616	0.20134
PTH2	6	0.10893	1.0782	0.48492	0.89293	0.28093	0.52222	0.19842	1.9776	0.2293	0.82021	0.04797	0.23518
PTH2R	6	-0.36941	-2.6765	0.080037	0.62442	0.0074385	0.11219	-0.19427	-1.4298	0.33429	0.86966	0.15278	0.39883
PTHLH	6	0.21402	2.0628	0.19023	0.79026	0.039128	0.22055	0.22994	2.2266	0.16459	0.75867	0.025974	0.17949
PTK2	6	-0.1402	-1.4081	0.48889	0.89345	0.1591	0.39238	-0.079134	-0.80333	0.71339	0.97308	0.42178	0.65483
PTK2B	6	0.031968	0.3296	0.79589	0.97523	0.7417	0.86385	0.1239	1.2882	0.43778	0.91421	0.19767	0.44855
PTK6	6	0.0032008	0.029331	0.92028	0.98754	0.9766	0.98924	0.011447	0.10558	0.89158	0.98157	0.91591	0.95883
PTK7	6	-0.2472	-2.6255	0.22332	0.81145	0.008651	0.12017	-0.27635	-2.9481	0.17718	0.77602	0.003197	0.067563
PTMA	6	-0.38213	-1.5293	0.071367	0.6055	0.1262	0.34853	-0.40909	-1.6511	0.05754	0.58544	0.098715	0.328
PTMS	6	-0.10725	-0.60295	0.60726	0.92365	0.54654	0.7356	0.053431	0.3038	0.70974	0.97308	0.76128	0.87344
PTN	6	0.028364	0.26432	0.81314	0.97746	0.79154	0.89098	0.03252	0.30597	0.79904	0.97349	0.75962	0.87251
PTOV1	6	0.075466	0.91798	0.61173	0.92443	0.35863	0.58833	0.16178	1.9818	0.31914	0.86478	0.047499	0.23403
PTP4A1	6	0.051943	0.26951	0.7091	0.95584	0.78754	0.88883	-0.12007	-0.62572	0.55797	0.94578	0.5315	0.73748
PTP4A2	6	-0.082902	-0.68537	0.70258	0.95414	0.49311	0.69635	-0.086163	-0.71695	0.68423	0.96911	0.4734	0.69515
PTP4A3	6	-0.13446	-1.1942	0.50705	0.89678	0.23241	0.47458	-0.073314	-0.65758	0.73593	0.97308	0.51081	0.72268
PTPDC1	6	0.17689	1.1652	0.27086	0.81145	0.24392	0.48605	0.18548	1.2303	0.26014	0.83937	0.2186	0.4711
PTPLA	6	0.012336	0.077532	0.87999	0.98363	0.9382	0.97006	0.041774	0.26492	0.76103	0.97308	0.79107	0.89125
PTPLAD1	6	-0.036587	-0.32701	0.89614	0.98628	0.74366	0.8649	-0.03141	-0.28365	0.91344	0.98555	0.77668	0.88329
PTPLAD2	6	-0.22679	-1.9117	0.26229	0.81145	0.055913	0.24173	-0.055798	-0.47607	0.80917	0.97374	0.63402	0.8116
PTPLB	6	-0.20476	-1.6769	0.30906	0.82537	0.093569	0.3064	-0.09955	-0.82084	0.63217	0.96028	0.41174	0.64651
PTPMT1	6	-1.0495	-4.3667	0.00082136	0.2087	1.2613e-05	0.0037352	-0.99395	-4.1808	0.0011408	0.19685	2.9046e-05	0.0050184
PTPN1	6	0.011424	0.1537	0.88373	0.98376	0.87785	0.93993	0.12928	1.7562	0.4225	0.90947	0.079059	0.29501
PTPN11	6	-0.19078	-1.241	0.34282	0.84538	0.21461	0.45648	-0.1797	-1.1802	0.37189	0.8878	0.23791	0.49093
PTPN12	5	-0.40768	-2.0977	0.077664	0.61913	0.035936	0.21267	-0.24238	-1.2588	0.2757	0.84931	0.20809	0.46041
PTPN13	6	0.16998	1.3259	0.28802	0.81416	0.18486	0.42314	0.18435	1.4509	0.26274	0.84072	0.14682	0.39238
PTPN14	6	-0.17393	-1.7428	0.39101	0.85833	0.081377	0.28662	-0.11276	-1.1365	0.58462	0.95264	0.25576	0.50858
PTPN18	6	0.12562	0.95399	0.4261	0.87561	0.34009	0.57349	0.17372	1.3307	0.28825	0.85319	0.18327	0.43362
PTPN2	6	0.060998	0.54396	0.67388	0.94566	0.58647	0.76478	-0.036527	-0.32753	0.89126	0.98157	0.74327	0.86812
PTPN20A	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
PTPN20B	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
PTPN21	6	0.32772	2.3592	0.049692	0.5445	0.018316	0.16271	0.21851	1.5804	0.1864	0.78637	0.11403	0.35023
PTPN22	6	-0.40848	-2.8091	0.055852	0.56259	0.0049686	0.09395	-0.284	-1.9763	0.16655	0.7606	0.04812	0.23538
PTPN23	6	-0.45298	-2.6738	0.037144	0.49576	0.0074987	0.11281	-0.4803	-2.857	0.032261	0.48861	0.0042771	0.078438
PTPN3	6	-0.18165	-2	0.36861	0.85631	0.045499	0.22624	-0.083884	-0.93308	0.69359	0.97222	0.35078	0.595
PTPN4	6	-0.18514	-1.2649	0.35838	0.85304	0.20591	0.44663	-0.23909	-1.6436	0.23874	0.82472	0.10025	0.32978
PTPN5	6	0.30691	2.3085	0.065024	0.58993	0.020971	0.17278	0.29424	2.2247	0.079717	0.63344	0.026104	0.17955
PTPN6	6	-0.037964	-0.51835	0.8903	0.98521	0.60422	0.77658	-0.040336	-0.55335	0.87483	0.97754	0.58002	0.77215
PTPN7	6	-0.3796	-3.633	0.073146	0.60896	0.00028013	0.020194	-0.34918	-3.3643	0.096783	0.66552	0.00076751	0.03179
PTPN9	6	-0.035491	-0.32253	0.90125	0.98628	0.74705	0.86639	-0.060377	-0.55321	0.79101	0.97308	0.58012	0.77223
PTPRA	6	0.030205	0.38302	0.80397	0.977	0.70171	0.84032	0.10829	1.3835	0.49446	0.93231	0.1665	0.41432
PTPRB	6	0.077495	1.0586	0.60342	0.92274	0.2898	0.53048	0.12452	1.713	0.436	0.91401	0.086715	0.30905
PTPRC	6	-0.62149	-2.241	0.0090349	0.30462	0.025026	0.18504	-0.61228	-2.2429	0.010632	0.32497	0.024903	0.17684
PTPRCAP	6	0.0086609	0.064711	0.89724	0.98628	0.9484	0.9748	0.054707	0.41148	0.70509	0.97308	0.68072	0.84055
PTPRD	6	0.24989	2.1211	0.12918	0.71689	0.033916	0.20796	0.18697	1.5935	0.25663	0.83737	0.11105	0.34569
PTPRE	6	0.18458	1.3306	0.25225	0.81145	0.18331	0.42134	0.077365	0.5605	0.6125	0.95676	0.57514	0.76873
PTPRF	6	-0.22506	-1.6158	0.26621	0.81145	0.10614	0.32488	-0.33605	-2.4246	0.10742	0.68779	0.015327	0.14193
PTPRG	6	0.21349	1.594	0.1911	0.79108	0.11094	0.32695	0.16037	1.2029	0.32279	0.86545	0.22902	0.48177
PTPRH	6	-0.10218	-0.61111	0.62592	0.92764	0.54113	0.73145	-0.18083	-1.0875	0.36856	0.88544	0.27681	0.52696
PTPRJ	6	-0.18872	-1.3725	0.34885	0.84765	0.1699	0.40497	-0.3144	-2.2955	0.12809	0.71143	0.021707	0.165
PTPRK	6	-0.36016	-1.5548	0.085467	0.63234	0.11998	0.34037	-0.38331	-1.6627	0.071732	0.61488	0.096378	0.32365
PTPRM	6	-0.19128	-2.2591	0.34141	0.84499	0.02388	0.18158	-0.18443	-2.1935	0.35939	0.88187	0.028272	0.18611
PTPRN	6	0.48905	2.1849	0.0052932	0.25893	0.028893	0.19774	0.41444	1.8622	0.015241	0.37235	0.062571	0.26519
PTPRN2	6	0.2659	1.9708	0.10755	0.67903	0.048752	0.22751	0.31497	2.3495	0.061145	0.58544	0.018799	0.1547
PTPRO	6	0.038499	0.19124	0.76865	0.9704	0.84834	0.92356	0.0035338	0.017661	0.92904	0.98725	0.98591	0.99329
PTPRQ	6	-0.299	-2.6039	0.1462	0.74001	0.009216	0.12367	-0.23162	-2.0318	0.2533	0.83336	0.042175	0.22188
PTPRR	6	0.1474	0.94144	0.35524	0.85085	0.34648	0.5791	0.21358	1.3745	0.19671	0.79375	0.16929	0.41723
PTPRS	6	0.15371	1.4743	0.33698	0.84499	0.1404	0.36846	0.15478	1.4948	0.34109	0.87433	0.13497	0.37747
PTPRT	6	0.11865	0.60196	0.45033	0.88476	0.5472	0.73597	0.022274	0.11365	0.8444	0.97538	0.90952	0.95556
PTPRU	6	0.28985	1.5575	0.080356	0.6258	0.11936	0.34003	0.41	2.2253	0.016564	0.38576	0.026062	0.17955
PTPRZ1	6	-0.15133	-1.1346	0.45622	0.88588	0.25654	0.49814	-0.17755	-1.3411	0.37801	0.88999	0.17989	0.42992
PTRF	6	0.22935	2.78	0.16172	0.76094	0.0054367	0.09742	0.11266	1.37	0.47716	0.92722	0.17067	0.41871
PTRH1	6	-0.078066	-1.0477	0.72316	0.95921	0.2948	0.53453	-0.088711	-1.1975	0.67497	0.96819	0.23111	0.484
PTRH2	6	0.10879	0.77697	0.48538	0.89293	0.43717	0.65543	0.051861	0.37233	0.71672	0.97308	0.70964	0.84705
PTRHD1	6	0.17227	1.6992	0.28268	0.81222	0.089283	0.3005	0.19772	1.9648	0.23103	0.82205	0.049443	0.23783
PTS	6	-0.16064	-1.9491	0.42975	0.87739	0.051281	0.23236	-0.093793	-1.1471	0.65553	0.96375	0.25133	0.50361
PTTG1	6	-0.35942	-1.9919	0.086014	0.63425	0.046382	0.22624	-0.29273	-1.6378	0.15501	0.74529	0.10147	0.33091
PTTG1IP	6	0.0085702	0.046422	0.89751	0.98628	0.96297	0.98289	0.12091	0.66255	0.44727	0.91616	0.50762	0.72045
PTTG2	6	0.048607	0.49824	0.72288	0.95907	0.61832	0.7859	0.14242	1.4764	0.38015	0.89002	0.13983	0.38405
PTX3	6	-0.070142	-0.55043	0.7546	0.96572	0.58203	0.76114	-0.043204	-0.34475	0.86292	0.97741	0.73028	0.85968
PTX4	6	0.034438	0.3826	0.78467	0.97226	0.70201	0.84051	0.084941	0.95516	0.58366	0.95264	0.3395	0.58417
PUF60	6	-0.43121	-2.1754	0.045266	0.52404	0.029601	0.19864	-0.60049	-3.0434	0.011727	0.33464	0.0023391	0.057793
PUM1	6	-0.3753	-2.7523	0.075793	0.61541	0.0059177	0.10132	-0.35092	-2.5902	0.095642	0.66371	0.0095924	0.11456
PUM2	6	-0.13228	-1.4199	0.51417	0.89908	0.15564	0.38831	-0.093493	-1.0122	0.65617	0.96375	0.31144	0.5604
PURA	6	0.13447	1.7917	0.39598	0.86118	0.073186	0.27401	0.16845	2.2581	0.30116	0.85792	0.02394	0.17305
PURB	6	-0.09429	-0.69557	0.6569	0.9405	0.4867	0.69186	-0.13936	-1.0354	0.4919	0.9315	0.3005	0.54987
PURG	6	0.080245	0.67362	0.59197	0.92091	0.50055	0.70156	0.027862	0.23515	0.81921	0.97374	0.81409	0.90416
PUS1	6	-0.17744	-1.7411	0.38061	0.85631	0.081674	0.28707	-0.16456	-1.6258	0.41364	0.90856	0.10399	0.33453
PUS10	6	-0.17218	-1.7114	0.39585	0.86118	0.086999	0.29651	-0.16269	-1.6316	0.41935	0.90947	0.10277	0.33242
PUS3	6	-0.13497	-1.5447	0.50577	0.8964	0.12241	0.34372	-0.059728	-0.69021	0.79407	0.97308	0.49006	0.70754
PUS7	6	0.21035	1.5657	0.19685	0.79622	0.11743	0.33714	0.16643	1.2471	0.30655	0.86079	0.21237	0.46518
PUS7L	6	-0.32623	-1.7709	0.11627	0.69596	0.076574	0.27848	-0.25214	-1.3838	0.21524	0.80909	0.16642	0.41428
PUSL1	6	-0.0078133	-0.072815	0.97258	0.99594	0.94195	0.97239	-0.090091	-0.84348	0.66968	0.96712	0.39896	0.63647
PVALB	6	0.071953	0.49646	0.62624	0.92768	0.61957	0.78667	0.15677	1.0917	0.33397	0.86966	0.27497	0.52556
PVR	6	0.19014	1.4731	0.23947	0.81145	0.14074	0.36907	0.13407	1.0433	0.40707	0.90532	0.29681	0.54683
PVRIG	6	0.099999	0.7221	0.51686	0.89987	0.47024	0.68044	0.19271	1.4086	0.24235	0.82641	0.15897	0.40613
PVRL1	6	0.082633	0.78067	0.58257	0.91645	0.435	0.65393	0.12938	1.2329	0.42213	0.90947	0.21761	0.46999
PVRL2	6	-0.2189	-2.5384	0.27958	0.81145	0.011136	0.13276	-0.18621	-2.1713	0.3541	0.8793	0.029911	0.19083
PVRL3	6	0.11072	0.89793	0.47826	0.89155	0.36922	0.59726	0.23774	1.9406	0.15131	0.74263	0.052306	0.24375
PVRL4	6	0.30974	1.8346	0.062697	0.58493	0.066562	0.26203	0.2721	1.618	0.10386	0.68246	0.10566	0.33707
PWP1	6	-0.24821	-1.912	0.22126	0.81145	0.055873	0.24161	-0.17817	-1.386	0.37618	0.88906	0.16576	0.41373
PWP2	6	-0.69547	-2.909	0.0052019	0.25676	0.0036256	0.080177	-0.67226	-2.8435	0.0068903	0.29081	0.0044616	0.079477
PWWP2A	6	-0.26499	-2.1038	0.19306	0.79307	0.035398	0.21144	-0.17341	-1.4069	0.39001	0.8953	0.15945	0.4065
PWWP2B	6	0.50833	2.4058	0.0041068	0.24202	0.016139	0.15526	0.5047	2.3991	0.0040155	0.26271	0.016436	0.14595
PXDC1	6	0.028491	0.34137	0.81241	0.97746	0.73283	0.859	-0.035351	-0.42587	0.89624	0.98227	0.6702	0.83588
PXDN	6	-0.134	-0.70751	0.5091	0.89829	0.47925	0.68691	0.06829	0.36423	0.64914	0.9633	0.71568	0.85046
PXDNL	5	-0.22006	-1.1005	0.31732	0.83228	0.2711	0.51288	-0.26194	-1.3231	0.24066	0.82505	0.1858	0.43656
PXK	6	-0.24534	-1.8449	0.22701	0.81145	0.065057	0.25903	-0.31871	-2.4127	0.12348	0.70521	0.015835	0.14352
PXMP2	6	0.11455	1.313	0.46379	0.88588	0.18918	0.42758	0.050182	0.57807	0.72389	0.97308	0.56322	0.76022
PXMP4	6	-0.1065	-1.2076	0.61013	0.92383	0.2272	0.46875	0.011904	0.13577	0.88948	0.98118	0.892	0.94744
PXN	6	0.2419	2.4033	0.14	0.72995	0.016249	0.15591	0.20913	2.0914	0.20548	0.7984	0.036496	0.20814
PXT1	6	-0.027007	-0.19046	0.93981	0.99076	0.84895	0.92386	-0.09917	-0.70345	0.63358	0.96076	0.48178	0.70095
